group,protein_heavy_atom_order,atom_index,rmsf_nm
CWLD_aq0_unweighted_density,659,1272,0.08061953
CWLD_aq0_unweighted_density,660,1273,0.09076007
CWLD_aq0_unweighted_density,661,1285,0.0520355
CWLD_aq0_unweighted_density,662,1286,0.054284744
CWLD_aq0_unweighted_density,663,1287,0.05206744
CWLD_aq0_unweighted_density,664,1288,0.059737038
CWLD_aq0_unweighted_density,665,1289,0.06358485
CWLD_aq0_unweighted_density,666,1290,0.077529155
CWLD_aq0_unweighted_density,667,1291,0.12287734
CWLD_aq0_unweighted_density,668,1292,0.1826107
CWLD_aq0_unweighted_density,669,1293,0.26256627
CWLD_aq0_unweighted_density,670,1294,0.31193295
CWLD_aq0_unweighted_density,671,1295,0.318431
CWLD_aq0_unweighted_density,672,1309,0.048854917
CWLD_aq0_unweighted_density,673,1310,0.049861357
CWLD_aq0_unweighted_density,674,1311,0.046845995
CWLD_aq0_unweighted_density,675,1312,0.050430648
CWLD_aq0_unweighted_density,676,1313,0.05671361
CWLD_aq0_unweighted_density,677,1314,0.07666489
CWLD_aq0_unweighted_density,678,1315,0.13339803
CWLD_aq0_unweighted_density,679,1316,0.20598674
CWLD_aq0_unweighted_density,680,1317,0.17691827
CWLD_aq0_unweighted_density,681,1324,0.046951164
CWLD_aq0_unweighted_density,682,1325,0.04695453
CWLD_aq0_unweighted_density,683,1326,0.047467563
CWLD_aq0_unweighted_density,684,1327,0.05177901
CWLD_aq0_unweighted_density,685,1328,0.051157773
CWLD_aq0_unweighted_density,686,1334,0.049214296
CWLD_aq0_unweighted_density,687,1335,0.051868137
CWLD_aq0_unweighted_density,688,1336,0.054464415
CWLD_aq0_unweighted_density,689,1337,0.06357776
CWLD_aq0_unweighted_density,690,1338,0.05444838
CWLD_aq0_unweighted_density,691,1339,0.053046722
CWLD_aq0_unweighted_density,692,1340,0.051132716
CWLD_aq0_unweighted_density,693,1341,0.06331941
CWLD_aq0_unweighted_density,694,1342,0.055129755
CWLD_aq0_unweighted_density,695,1343,0.06731032
CWLD_aq0_unweighted_density,696,1344,0.06245016
CWLD_aq0_unweighted_density,697,1354,0.050627865
CWLD_aq0_unweighted_density,698,1355,0.052624367
CWLD_aq0_unweighted_density,699,1356,0.050342187
CWLD_aq0_unweighted_density,700,1357,0.05998948
CWLD_aq0_unweighted_density,701,1358,0.059143525
CWLD_aq0_unweighted_density,702,1359,0.07873616
CWLD_aq0_unweighted_density,703,1360,0.11034773
CWLD_aq0_unweighted_density,704,1361,0.13826561
CWLD_aq0_unweighted_density,705,1362,0.16962984
CWLD_aq0_unweighted_density,706,1363,0.20410328
CWLD_aq0_unweighted_density,707,1364,0.2065826
CWLD_aq0_unweighted_density,708,1378,0.045965713
CWLD_aq0_unweighted_density,709,1379,0.045746416
CWLD_aq0_unweighted_density,710,1380,0.045766793
CWLD_aq0_unweighted_density,711,1381,0.052324213
CWLD_aq0_unweighted_density,712,1382,0.04702106
CWLD_aq0_unweighted_density,713,1383,0.054278616
CWLD_aq0_unweighted_density,714,1384,0.05716899
CWLD_aq0_unweighted_density,715,1394,0.047876544
CWLD_aq0_unweighted_density,716,1395,0.04851935
CWLD_aq0_unweighted_density,717,1396,0.04726311
CWLD_aq0_unweighted_density,718,1397,0.05311352
CWLD_aq0_unweighted_density,719,1398,0.05543618
CWLD_aq0_unweighted_density,720,1399,0.053305108
CWLD_aq0_unweighted_density,721,1400,0.06115767
CWLD_aq0_unweighted_density,722,1401,0.05608689
CWLD_aq0_unweighted_density,723,1402,0.06500265
CWLD_aq0_unweighted_density,724,1403,0.05899999
CWLD_aq0_unweighted_density,725,1404,0.061975576
CWLD_aq0_unweighted_density,726,1414,0.047739014
CWLD_aq0_unweighted_density,727,1415,0.045783423
CWLD_aq0_unweighted_density,728,1416,0.051223915
CWLD_aq0_unweighted_density,729,1417,0.058018543
CWLD_aq0_unweighted_density,730,1418,0.05380246
CWLD_aq0_unweighted_density,731,1419,0.049718812
CWLD_aq0_unweighted_density,732,1420,0.052171305
CWLD_aq0_unweighted_density,733,1421,0.05986697
CWLD_aq0_unweighted_density,734,1426,0.058751006
CWLD_aq0_unweighted_density,735,1427,0.06818507
CWLD_aq0_unweighted_density,736,1428,0.07292883
CWLD_aq0_unweighted_density,737,1429,0.09097659
CWLD_aq0_unweighted_density,738,1430,0.06760006
CWLD_aq0_unweighted_density,739,1431,0.07761744
CWLD_aq0_unweighted_density,740,1432,0.07662605
CWLD_aq0_unweighted_density,741,1433,0.06983821
CWLD_aq0_unweighted_density,742,1434,0.07087014
CWLD_aq0_unweighted_density,743,1448,0.064062476
CWLD_aq0_unweighted_density,744,1449,0.06614621
CWLD_aq0_unweighted_density,745,1450,0.06815157
CWLD_aq0_unweighted_density,746,1451,0.08079276
CWLD_aq0_unweighted_density,747,1452,0.06722878
CWLD_aq0_unweighted_density,748,1453,0.06536806
CWLD_aq0_unweighted_density,749,1454,0.09538618
CWLD_aq0_unweighted_density,750,1455,0.08992576
CWLD_aq0_unweighted_density,751,1460,0.06283785
CWLD_aq0_unweighted_density,752,1461,0.06518595
CWLD_aq0_unweighted_density,753,1462,0.06337203
CWLD_aq0_unweighted_density,754,1463,0.07534318
CWLD_aq0_unweighted_density,755,1467,0.058549583
CWLD_aq0_unweighted_density,756,1468,0.0587905
CWLD_aq0_unweighted_density,757,1469,0.057992887
CWLD_aq0_unweighted_density,758,1470,0.06726399
CWLD_aq0_unweighted_density,759,1471,0.0619607
CWLD_aq0_unweighted_density,760,1472,0.054046407
CWLD_aq0_unweighted_density,761,1473,0.0677144
CWLD_aq0_unweighted_density,762,1474,0.05051777
CWLD_aq0_unweighted_density,763,1481,0.056352492
CWLD_aq0_unweighted_density,764,1482,0.0575352
CWLD_aq0_unweighted_density,765,1483,0.049942862
CWLD_aq0_unweighted_density,766,1484,0.059036236
CWLD_aq0_unweighted_density,767,1488,0.044695225
CWLD_aq0_unweighted_density,768,1489,0.042606477
CWLD_aq0_unweighted_density,769,1490,0.03858383
CWLD_aq0_unweighted_density,770,1491,0.0460632
CWLD_aq0_unweighted_density,771,1492,0.04949966
CWLD_aq0_unweighted_density,772,1493,0.061255824
CWLD_aq0_unweighted_density,773,1494,0.085013494
CWLD_aq0_unweighted_density,774,1495,0.07871005
CWLD_aq0_unweighted_density,775,1496,0.11189165
CWLD_aq0_unweighted_density,776,1497,0.10760623
CWLD_aq0_unweighted_density,777,1498,0.120885536
CWLD_aq0_unweighted_density,778,1499,0.15739383
CWLD_aq0_unweighted_density,779,1509,0.03907482
CWLD_aq0_unweighted_density,780,1510,0.037796862
CWLD_aq0_unweighted_density,781,1511,0.04037865
CWLD_aq0_unweighted_density,782,1512,0.04553968
CWLD_aq0_unweighted_density,783,1513,0.040604733
CWLD_aq0_unweighted_density,784,1514,0.049303725
CWLD_aq0_unweighted_density,785,1515,0.047810867
CWLD_aq0_unweighted_density,786,1516,0.060171213
CWLD_aq0_unweighted_density,787,1528,0.049688045
CWLD_aq0_unweighted_density,788,1529,0.053918745
CWLD_aq0_unweighted_density,789,1530,0.051779818
CWLD_aq0_unweighted_density,790,1531,0.051016454
CWLD_aq0_unweighted_density,791,1532,0.061917946
CWLD_aq0_unweighted_density,792,1533,0.089370064
CWLD_aq0_unweighted_density,793,1539,0.05639951
CWLD_aq0_unweighted_density,794,1540,0.056322508
CWLD_aq0_unweighted_density,795,1541,0.053685807
CWLD_aq0_unweighted_density,796,1542,0.056821328
CWLD_aq0_unweighted_density,797,1543,0.06380602
CWLD_aq0_unweighted_density,798,1549,0.05305467
CWLD_aq0_unweighted_density,799,1550,0.051580414
CWLD_aq0_unweighted_density,800,1551,0.049093977
CWLD_aq0_unweighted_density,801,1552,0.052991822
CWLD_aq0_unweighted_density,802,1553,0.06108571
CWLD_aq0_unweighted_density,803,1559,0.049961396
CWLD_aq0_unweighted_density,804,1560,0.048390508
CWLD_aq0_unweighted_density,805,1561,0.047391906
CWLD_aq0_unweighted_density,806,1562,0.050070915
CWLD_aq0_unweighted_density,807,1563,0.049466085
CWLD_aq0_unweighted_density,808,1564,0.066084296
CWLD_aq0_unweighted_density,809,1565,0.06839337
CWLD_aq0_unweighted_density,810,1566,0.04711927
CWLD_aq0_unweighted_density,811,1567,0.12693024
CWLD_aq0_unweighted_density,812,1574,0.046550684
CWLD_aq0_unweighted_density,813,1575,0.04782102
CWLD_aq0_unweighted_density,814,1576,0.048524216
CWLD_aq0_unweighted_density,815,1577,0.051810168
CWLD_aq0_unweighted_density,816,1578,0.05117301
CWLD_aq0_unweighted_density,817,1579,0.07064354
CWLD_aq0_unweighted_density,818,1580,0.103819914
CWLD_aq0_unweighted_density,819,1581,0.12955326
CWLD_aq0_unweighted_density,820,1593,0.049689904
CWLD_aq0_unweighted_density,821,1594,0.051814742
CWLD_aq0_unweighted_density,822,1595,0.05267285
CWLD_aq0_unweighted_density,823,1596,0.056510128
CWLD_aq0_unweighted_density,824,1597,0.05477834
CWLD_aq0_unweighted_density,825,1598,0.06388769
CWLD_aq0_unweighted_density,826,1599,0.0792801
CWLD_aq0_unweighted_density,827,1600,0.10746748
CWLD_aq0_unweighted_density,828,1601,0.17682754
CWLD_aq0_unweighted_density,829,1602,0.23894845
CWLD_aq0_unweighted_density,830,1603,0.20706095
CWLD_aq0_unweighted_density,831,1617,0.05073473
CWLD_aq0_unweighted_density,832,1618,0.05286212
CWLD_aq0_unweighted_density,833,1619,0.0521871
CWLD_aq0_unweighted_density,834,1620,0.059091497
CWLD_aq0_unweighted_density,835,1621,0.0557475
CWLD_aq0_unweighted_density,836,1622,0.055120513
CWLD_aq0_unweighted_density,837,1623,0.066800684
CWLD_aq0_unweighted_density,838,1624,0.058007587
CWLD_aq0_unweighted_density,839,1625,0.05939978
CWLD_aq0_unweighted_density,840,1626,0.06328588
CWLD_aq0_unweighted_density,841,1634,0.048727915
CWLD_aq0_unweighted_density,842,1635,0.047264352
CWLD_aq0_unweighted_density,843,1636,0.051332865
CWLD_aq0_unweighted_density,844,1637,0.05737114
CWLD_aq0_unweighted_density,845,1638,0.04472742
CWLD_aq0_unweighted_density,846,1639,0.055018682
CWLD_aq0_unweighted_density,847,1640,0.051266935
CWLD_aq0_unweighted_density,848,1650,0.05273917
CWLD_aq0_unweighted_density,849,1651,0.057722863
CWLD_aq0_unweighted_density,850,1652,0.068721555
CWLD_aq0_unweighted_density,851,1653,0.08286401
CWLD_aq0_unweighted_density,852,1654,0.05799731
CWLD_aq0_unweighted_density,853,1655,0.061389897
CWLD_aq0_unweighted_density,854,1656,0.08763892
CWLD_aq0_unweighted_density,855,1657,0.08779644
CWLD_aq0_unweighted_density,856,1667,0.069027446
CWLD_aq0_unweighted_density,857,1668,0.08107016
CWLD_aq0_unweighted_density,858,1669,0.08112885
CWLD_aq0_unweighted_density,859,1670,0.090568796
CWLD_aq0_unweighted_density,860,1671,0.09008845
CWLD_aq0_unweighted_density,861,1672,0.10907514
CWLD_aq0_unweighted_density,862,1673,0.088170215
CWLD_aq0_unweighted_density,863,1681,0.07215583
CWLD_aq0_unweighted_density,864,1682,0.068571426
CWLD_aq0_unweighted_density,865,1683,0.075760655
CWLD_aq0_unweighted_density,866,1684,0.091259204
CWLD_aq0_unweighted_density,867,1685,0.056314066
CWLD_aq0_unweighted_density,868,1686,0.060975492
CWLD_aq0_unweighted_density,869,1687,0.076200575
CWLD_aq0_unweighted_density,870,1688,0.06331456
CWLD_aq0_unweighted_density,871,1695,0.070630044
CWLD_aq0_unweighted_density,872,1696,0.081432976
CWLD_aq0_unweighted_density,873,1697,0.09455443
CWLD_aq0_unweighted_density,874,1698,0.106979124
CWLD_aq0_unweighted_density,875,1699,0.09023498
CWLD_aq0_unweighted_density,876,1700,0.09995702
CWLD_aq0_unweighted_density,877,1701,0.12797688
CWLD_aq0_unweighted_density,878,1702,0.11608995
CWLD_aq0_unweighted_density,879,1714,0.10160459
CWLD_aq0_unweighted_density,880,1715,0.113855086
CWLD_aq0_unweighted_density,881,1716,0.08587968
CWLD_aq0_unweighted_density,882,1717,0.07691469
CWLD_aq0_unweighted_density,883,1721,0.08900335
CWLD_aq0_unweighted_density,884,1722,0.06957712
CWLD_aq0_unweighted_density,885,1723,0.07973338
CWLD_aq0_unweighted_density,886,1724,0.1135878
CWLD_aq0_unweighted_density,887,1725,0.088826336
CWLD_aq0_unweighted_density,888,1726,0.08750255
CWLD_aq0_unweighted_density,889,1727,0.10582661
CWLD_aq0_unweighted_density,890,1728,0.13260502
CWLD_aq0_unweighted_density,891,1729,0.1201332
CWLD_aq0_unweighted_density,892,1736,0.095751554
CWLD_aq0_unweighted_density,893,1737,0.14249107
CWLD_aq0_unweighted_density,894,1738,0.12071212
CWLD_aq0_unweighted_density,895,1739,0.13252562
CWLD_aq0_unweighted_density,896,1740,0.21207729
CWLD_aq0_unweighted_density,897,1741,0.23352653
CWLD_aq0_unweighted_density,898,1742,0.18437663
CWLD_aq0_unweighted_density,899,1743,0.21423213
CWLD_aq0_unweighted_density,900,1744,0.19743699
CWLD_aq0_unweighted_density,901,1758,0.104514875
CWLD_aq0_unweighted_density,902,1759,0.08749936
CWLD_aq0_unweighted_density,903,1760,0.08006535
CWLD_aq0_unweighted_density,904,1761,0.08840304
CWLD_aq0_unweighted_density,905,1762,0.095709205
CWLD_aq0_unweighted_density,906,1763,0.090735905
CWLD_aq0_unweighted_density,907,1764,0.16630316
CWLD_aq0_unweighted_density,908,1765,0.09934211
CWLD_aq0_unweighted_density,909,1777,0.077381335
CWLD_aq0_unweighted_density,910,1778,0.080696166
CWLD_aq0_unweighted_density,911,1779,0.07023917
CWLD_aq0_unweighted_density,912,1780,0.07271955
CWLD_aq0_unweighted_density,913,1781,0.100491166
CWLD_aq0_unweighted_density,914,1782,0.14951666
CWLD_aq0_unweighted_density,915,1783,0.12356154
CWLD_aq0_unweighted_density,916,1791,0.07121555
CWLD_aq0_unweighted_density,917,1792,0.074984506
CWLD_aq0_unweighted_density,918,1793,0.06331187
CWLD_aq0_unweighted_density,919,1794,0.06381839
CWLD_aq0_unweighted_density,920,1795,0.09581293
CWLD_aq0_unweighted_density,921,1796,0.110292315
CWLD_aq0_unweighted_density,922,1797,0.13139373
CWLD_aq0_unweighted_density,923,1798,0.17624362
CWLD_aq0_unweighted_density,924,1803,0.063923135
CWLD_aq0_unweighted_density,925,1804,0.06731035
CWLD_aq0_unweighted_density,926,1805,0.062800705
CWLD_aq0_unweighted_density,927,1806,0.07640832
CWLD_aq0_unweighted_density,928,1807,0.0855842
CWLD_aq0_unweighted_density,929,1808,0.111070864
CWLD_aq0_unweighted_density,930,1809,0.15673058
CWLD_aq0_unweighted_density,931,1810,0.23129287
CWLD_aq0_unweighted_density,932,1811,0.20061499
CWLD_aq0_unweighted_density,933,1818,0.05870642
CWLD_aq0_unweighted_density,934,1819,0.064287476
CWLD_aq0_unweighted_density,935,1820,0.061649583
CWLD_aq0_unweighted_density,936,1821,0.06955156
CWLD_aq0_unweighted_density,937,1822,0.07990674
CWLD_aq0_unweighted_density,938,1823,0.11740392
CWLD_aq0_unweighted_density,939,1824,0.16536745
CWLD_aq0_unweighted_density,940,1825,0.1964297
CWLD_aq0_unweighted_density,941,1826,0.2506848
CWLD_aq0_unweighted_density,942,1833,0.056681745
CWLD_aq0_unweighted_density,943,1834,0.05332514
CWLD_aq0_unweighted_density,944,1835,0.051429324
CWLD_aq0_unweighted_density,945,1836,0.054855354
CWLD_aq0_unweighted_density,946,1837,0.053636204
CWLD_aq0_unweighted_density,947,1838,0.06663599
CWLD_aq0_unweighted_density,948,1839,0.06689289
CWLD_aq0_unweighted_density,949,1849,0.05141009
CWLD_aq0_unweighted_density,950,1850,0.054238673
CWLD_aq0_unweighted_density,951,1851,0.057900816
CWLD_aq0_unweighted_density,952,1852,0.06364075
CWLD_aq0_unweighted_density,953,1853,0.060398843
CWLD_aq0_unweighted_density,954,1854,0.123178236
CWLD_aq0_unweighted_density,955,1855,0.1510473
CWLD_aq0_unweighted_density,956,1856,0.17636181
CWLD_aq0_unweighted_density,957,1861,0.062272537
CWLD_aq0_unweighted_density,958,1862,0.06867886
CWLD_aq0_unweighted_density,959,1863,0.06436488
CWLD_aq0_unweighted_density,960,1864,0.069112495
CWLD_aq0_unweighted_density,961,1865,0.08152574
CWLD_aq0_unweighted_density,962,1866,0.091078386
CWLD_aq0_unweighted_density,963,1867,0.10617518
CWLD_aq0_unweighted_density,964,1868,0.16666296
CWLD_aq0_unweighted_density,965,1869,0.16929053
CWLD_aq0_unweighted_density,966,1876,0.060504396
CWLD_aq0_unweighted_density,967,1877,0.05641487
CWLD_aq0_unweighted_density,968,1878,0.052412726
CWLD_aq0_unweighted_density,969,1879,0.06009389
CWLD_aq0_unweighted_density,970,1880,0.058960706
CWLD_aq0_unweighted_density,971,1881,0.058112025
CWLD_aq0_unweighted_density,972,1882,0.06478279
CWLD_aq0_unweighted_density,973,1883,0.06714976
CWLD_aq0_unweighted_density,974,1893,0.047445387
CWLD_aq0_unweighted_density,975,1894,0.04922228
CWLD_aq0_unweighted_density,976,1895,0.057735678
CWLD_aq0_unweighted_density,977,1896,0.062112015
CWLD_aq0_unweighted_density,978,1897,0.05258513
CWLD_aq0_unweighted_density,979,1898,0.054947663
CWLD_aq0_unweighted_density,980,1899,0.06472719
CWLD_aq0_unweighted_density,981,1900,0.064590566
CWLD_aq0_unweighted_density,982,1912,0.06345174
CWLD_aq0_unweighted_density,983,1913,0.07539286
CWLD_aq0_unweighted_density,984,1914,0.07674971
CWLD_aq0_unweighted_density,985,1915,0.08449192
CWLD_aq0_unweighted_density,986,1916,0.09112033
CWLD_aq0_unweighted_density,987,1917,0.109387994
CWLD_aq0_unweighted_density,988,1918,0.1231
CWLD_aq0_unweighted_density,989,1919,0.13281658
CWLD_aq0_unweighted_density,990,1920,0.19043465
CWLD_aq0_unweighted_density,991,1921,0.26861724
CWLD_aq0_unweighted_density,992,1922,0.21511465
CWLD_aq0_unweighted_density,993,1936,0.07390688
CWLD_aq0_unweighted_density,994,1937,0.077382654
CWLD_aq0_unweighted_density,995,1938,0.06863016
CWLD_aq0_unweighted_density,996,1939,0.08149847
CWLD_aq0_unweighted_density,997,1940,0.08273092
CWLD_aq0_unweighted_density,998,1941,0.09401339
CWLD_aq0_unweighted_density,999,1942,0.09551104
CWLD_aq0_unweighted_density,1000,1943,0.14736602
CWLD_aq0_unweighted_density,1001,1944,0.099557504
CWLD_aq0_unweighted_density,1002,1951,0.05587494
CWLD_aq0_unweighted_density,1003,1952,0.0536635
CWLD_aq0_unweighted_density,1004,1953,0.056597807
CWLD_aq0_unweighted_density,1005,1954,0.06857755
CWLD_aq0_unweighted_density,1006,1955,0.05332841
CWLD_aq0_unweighted_density,1007,1961,0.057544403
CWLD_aq0_unweighted_density,1008,1962,0.06169096
CWLD_aq0_unweighted_density,1009,1963,0.068565376
CWLD_aq0_unweighted_density,1010,1964,0.09523188
CWLD_aq0_unweighted_density,1011,1965,0.07242126
CWLD_aq0_unweighted_density,1012,1966,0.086365975
CWLD_aq0_unweighted_density,1013,1967,0.10591722
CWLD_aq0_unweighted_density,1014,1968,0.10617177
CWLD_aq0_unweighted_density,1015,1973,0.072123885
CWLD_aq0_unweighted_density,1016,1974,0.076574504
CWLD_aq0_unweighted_density,1017,1975,0.0862741
CWLD_aq0_unweighted_density,1018,1976,0.09976856
CWLD_aq0_unweighted_density,1019,1977,0.08482827
CWLD_aq0_unweighted_density,1020,1978,0.09485996
CWLD_aq0_unweighted_density,1021,1979,0.09872879
CWLD_aq0_unweighted_density,1022,1980,0.11284888
CWLD_aq0_unweighted_density,1023,1992,0.08836068
CWLD_aq0_unweighted_density,1024,1993,0.10144217
CWLD_aq0_unweighted_density,1025,1994,0.10364969
CWLD_aq0_unweighted_density,1026,1995,0.119112276
CWLD_aq0_unweighted_density,1027,1996,0.11378339
CWLD_aq0_unweighted_density,1028,1997,0.115743734
CWLD_aq0_unweighted_density,1029,1998,0.113320634
CWLD_aq0_unweighted_density,1030,1999,0.14013815
CWLD_aq0_unweighted_density,1031,2004,0.09579565
CWLD_aq0_unweighted_density,1032,2005,0.10243518
CWLD_aq0_unweighted_density,1033,2006,0.10746846
CWLD_aq0_unweighted_density,1034,2007,0.13121003
CWLD_aq0_unweighted_density,1035,2011,0.101692565
CWLD_aq0_unweighted_density,1036,2012,0.10904091
CWLD_aq0_unweighted_density,1037,2013,0.10679251
CWLD_aq0_unweighted_density,1038,2014,0.11958059
CWLD_aq0_unweighted_density,1039,2015,0.11373946
CWLD_aq0_unweighted_density,1040,2016,0.101033114
CWLD_aq0_unweighted_density,1041,2017,0.11356421
CWLD_aq0_unweighted_density,1042,2018,0.095905654
CWLD_aq0_unweighted_density,1043,2023,0.101985745
CWLD_aq0_unweighted_density,1044,2024,0.10338503
CWLD_aq0_unweighted_density,1045,2025,0.07793226
CWLD_aq0_unweighted_density,1046,2026,0.0731913
CWLD_aq0_unweighted_density,1047,2030,0.07099062
CWLD_aq0_unweighted_density,1048,2031,0.056880344
CWLD_aq0_unweighted_density,1049,2032,0.05905642
CWLD_aq0_unweighted_density,1050,2033,0.07120201
CWLD_aq0_unweighted_density,1051,2034,0.05805795
CWLD_aq0_unweighted_density,1052,2035,0.05855786
CWLD_aq0_unweighted_density,1053,2036,0.06560206
CWLD_aq0_unweighted_density,1054,2037,0.13252948
CWLD_aq0_unweighted_density,1055,2038,0.08243816
CWLD_aq0_unweighted_density,1056,2047,0.053600952
CWLD_aq0_unweighted_density,1057,2048,0.049954437
CWLD_aq0_unweighted_density,1058,2049,0.046569
CWLD_aq0_unweighted_density,1059,2050,0.041904252
CWLD_aq0_unweighted_density,1060,2051,0.04819198
CWLD_aq0_unweighted_density,1061,2052,0.054854732
CWLD_aq0_unweighted_density,1062,2053,0.06002068
CWLD_aq0_unweighted_density,1063,2063,0.057926055
CWLD_aq0_unweighted_density,1064,2064,0.056254257
CWLD_aq0_unweighted_density,1065,2065,0.053694822
CWLD_aq0_unweighted_density,1066,2066,0.05943549
CWLD_aq0_unweighted_density,1067,2067,0.06259528
CWLD_aq0_unweighted_density,1068,2068,0.06047724
CWLD_aq0_unweighted_density,1069,2069,0.11290769
CWLD_aq0_unweighted_density,1070,2070,0.1054873
CWLD_aq0_unweighted_density,1071,2077,0.052381627
CWLD_aq0_unweighted_density,1072,2078,0.052113444
CWLD_aq0_unweighted_density,1073,2079,0.053425223
CWLD_aq0_unweighted_density,1074,2080,0.054606188
CWLD_aq0_unweighted_density,1075,2081,0.058232896
CWLD_aq0_unweighted_density,1076,2082,0.05857657
CWLD_aq0_unweighted_density,1077,2083,0.06293545
CWLD_aq0_unweighted_density,1078,2084,0.070216924
CWLD_aq0_unweighted_density,1079,2085,0.068954
CWLD_aq0_unweighted_density,1080,2086,0.07430173
CWLD_aq0_unweighted_density,1081,2087,0.06989726
CWLD_aq0_unweighted_density,1082,2088,0.079823
CWLD_aq0_unweighted_density,1083,2098,0.059266917
CWLD_aq0_unweighted_density,1084,2099,0.0638066
CWLD_aq0_unweighted_density,1085,2100,0.06330362
CWLD_aq0_unweighted_density,1086,2101,0.07170584
CWLD_aq0_unweighted_density,1087,2102,0.07760856
CWLD_aq0_unweighted_density,1088,2103,0.106840625
CWLD_aq0_unweighted_density,1089,2104,0.16706736
CWLD_aq0_unweighted_density,1090,2105,0.22657757
CWLD_aq0_unweighted_density,1091,2106,0.22199392
CWLD_aq0_unweighted_density,1092,2113,0.063276045
CWLD_aq0_unweighted_density,1093,2114,0.06748099
CWLD_aq0_unweighted_density,1094,2115,0.0670683
CWLD_aq0_unweighted_density,1095,2116,0.07657433
CWLD_aq0_unweighted_density,1096,2117,0.07219105
CWLD_aq0_unweighted_density,1097,2118,0.074819095
CWLD_aq0_unweighted_density,1098,2119,0.07680843
CWLD_aq0_unweighted_density,1099,2120,0.1240406
CWLD_aq0_unweighted_density,1100,2121,0.0659063
CWLD_aq0_unweighted_density,1101,2128,0.06062152
CWLD_aq0_unweighted_density,1102,2129,0.059850175
CWLD_aq0_unweighted_density,1103,2130,0.060679268
CWLD_aq0_unweighted_density,1104,2131,0.06833018
CWLD_aq0_unweighted_density,1105,2132,0.057888266
CWLD_aq0_unweighted_density,1106,2133,0.054525673
CWLD_aq0_unweighted_density,1107,2134,0.070542775
CWLD_aq0_unweighted_density,1108,2135,0.05959873
CWLD_aq0_unweighted_density,1109,2136,0.07484203
CWLD_aq0_unweighted_density,1110,2137,0.06939887
CWLD_aq0_unweighted_density,1111,2138,0.06983921
CWLD_aq0_unweighted_density,1112,2148,0.059579145
CWLD_aq0_unweighted_density,1113,2149,0.061258998
CWLD_aq0_unweighted_density,1114,2150,0.060684547
CWLD_aq0_unweighted_density,1115,2151,0.06334709
CWLD_aq0_unweighted_density,1116,2152,0.06531798
CWLD_aq0_unweighted_density,1117,2153,0.08065358
CWLD_aq0_unweighted_density,1118,2154,0.07079564
CWLD_aq0_unweighted_density,1119,2164,0.0625831
CWLD_aq0_unweighted_density,1120,2165,0.06724436
CWLD_aq0_unweighted_density,1121,2166,0.07018692
CWLD_aq0_unweighted_density,1122,2167,0.08048258
CWLD_aq0_unweighted_density,1123,2168,0.0711667
CWLD_aq0_unweighted_density,1124,2169,0.09989991
CWLD_aq0_unweighted_density,1125,2170,0.15010609
CWLD_aq0_unweighted_density,1126,2171,0.23380224
CWLD_aq0_unweighted_density,1127,2172,0.17557816
CWLD_aq0_unweighted_density,1128,2181,0.06872514
CWLD_aq0_unweighted_density,1129,2182,0.073787
CWLD_aq0_unweighted_density,1130,2183,0.07825217
CWLD_aq0_unweighted_density,1131,2184,0.08217357
CWLD_aq0_unweighted_density,1132,2185,0.07738538
CWLD_aq0_unweighted_density,1133,2186,0.081054024
CWLD_aq0_unweighted_density,1134,2187,0.08723781
CWLD_aq0_unweighted_density,1135,2188,0.1681926
CWLD_aq0_unweighted_density,1136,2198,0.08395461
CWLD_aq0_unweighted_density,1137,2199,0.09255333
CWLD_aq0_unweighted_density,1138,2200,0.092510924
CWLD_aq0_unweighted_density,1139,2201,0.11085306
CWLD_aq0_unweighted_density,1140,2202,0.094352886
CWLD_aq0_unweighted_density,1141,2203,0.11205305
CWLD_aq0_unweighted_density,1142,2204,0.08726055
CWLD_aq0_unweighted_density,1143,2205,0.102320135
CWLD_aq0_unweighted_density,1144,2215,0.08540238
CWLD_aq0_unweighted_density,1145,2216,0.09496174
CWLD_aq0_unweighted_density,1146,2217,0.10904
CWLD_aq0_unweighted_density,1147,2218,0.12694073
CWLD_aq0_unweighted_density,1148,2219,0.09486282
CWLD_aq0_unweighted_density,1149,2220,0.098724745
CWLD_aq0_unweighted_density,1150,2221,0.088687085
CWLD_aq0_unweighted_density,1151,2229,0.12041728
CWLD_aq0_unweighted_density,1152,2230,0.13977796
CWLD_aq0_unweighted_density,1153,2231,0.13710077
CWLD_aq0_unweighted_density,1154,2232,0.19966134
CWLD_aq0_unweighted_density,1155,2233,0.18113686
CWLD_aq0_unweighted_density,1156,2239,0.15640637
CWLD_aq0_unweighted_density,1157,2240,0.18209237
CWLD_aq0_unweighted_density,1158,2241,0.1829835
CWLD_aq0_unweighted_density,1159,2242,0.239506
CWLD_aq0_unweighted_density,1160,2243,0.217896
CWLD_aq0_unweighted_density,1161,2244,0.27474803
CWLD_aq0_unweighted_density,1162,2245,0.33771536
CWLD_aq0_unweighted_density,1163,2246,0.40609828
CWLD_aq0_unweighted_density,1164,2247,0.4724132
CWLD_aq0_unweighted_density,1165,2248,0.1771105
CWLD_aq0_unweighted_density,1166,2262,0.49478638
CWLD_aq0_unweighted_density,1167,2263,0.4018063
CWLD_aq0_unweighted_density,1168,2264,0.3508981
CWLD_aq0_unweighted_density,1169,2265,0.37895864
